"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Felis silvestris",19.156481,47.818821,10.4007501602173,8.88949966430664,29.8180294036865,794.424682617188,26.3360004425049,-3.47650003433228,29.8125,18.5353336334229,2.14575004577637,20.0435829162598,0.485833346843719,547,63,29,23.8423843383789,177,94,166,105
"Felis silvestris",24.654363,-30.864327,14.6661977767944,16.8206462860107,46.7538871765137,678.287048339844,31.1765003204346,-4.80049991607666,35.9770011901855,21.40012550354,5.11224985122681,21.9812507629395,5.11224985122681,329,61,9,60.2171592712402,155,30,124,30
"Felis silvestris",23.77088,49.93357,6.98396873474121,8.07697868347168,28.0319271087646,773.558715820312,21.9282493591309,-6.88525009155273,28.8134994506836,14.9068746566772,-1.79220831394196,16.2312088012695,-2.75204157829285,696,96,34,37.9958076477051,269,107,265,115
"Felis silvestris",25.385513,41.000768,14.1652183532715,9.95943737030029,33.2516059875488,749.561401367188,30.5074996948242,0.555750012397766,29.9517498016357,6.70295810699463,22.941291809082,23.5757083892822,5.24716663360596,557,78,17,38.4214363098145,207,70,84,185
"Felis silvestris",23.338446,-30.81203,16.4278030395508,16.6136035919189,50.6976013183594,582.910888671875,32.3105010986328,-0.459500014781952,32.7700004577637,20.1008758544922,8.82012462615967,23.206958770752,8.82012462615967,268,52,7,63.6286773681641,129,25,99,25
"Felis silvestris",25.39856,41.007505,14.1652183532715,9.95943737030029,33.2516059875488,749.561401367188,30.5074996948242,0.555750012397766,29.9517498016357,6.70295810699463,22.941291809082,23.5757083892822,5.24716663360596,557,78,17,38.4214363098145,207,70,84,185
"Felis silvestris",-3.22,40.25,13.6842288970947,12.5364580154419,38.5408096313477,708.660461425781,32.599250793457,0.0715000033378601,32.5277519226074,9.47529125213623,22.9652080535889,22.9652080535889,5.74045848846436,432,57,9,41.3915596008301,160,48,48,129
"Felis silvestris",-5.62,42.76,10.4503536224365,10.1975002288818,37.833324432373,598.629089355469,25.9034996032715,-1.05025005340576,26.9537506103516,4.34329175949097,18.0909576416016,18.1692924499512,3.57383322715759,702,84,31,29.3953895568848,235,112,113,220
"Felis silvestris",31.779809,-24.393012,22.0945720672607,14.1319370269775,62.4733352661133,301.122924804688,31.5172500610352,8.89649963378906,22.6207504272461,25.2597923278809,17.9769172668457,25.2597923278809,17.9769172668457,558,99,6,78.891845703125,292,26,292,26
"Felis silvestris",-12.623209,20.524862,27.576042175293,14.9093742370605,50.5561065673828,549.494812011719,41.8327484130859,12.3420000076294,29.4907493591309,33.6254997253418,27.0787506103516,33.8054580688477,20.3522911071777,58,19,1,109.361442565918,43,4,26,6
"Felis silvestris",-13.038989,21.196762,27.6400108337402,14.0146455764771,50.2434120178223,522.645080566406,41.4212493896484,13.5277500152588,27.8934993743896,33.7560844421387,26.6938323974609,33.7560844421387,20.9308338165283,50,21,0,119.263656616211,37,2,37,5
"Felis silvestris",-12.748037,20.543133,27.2311973571777,14.2356872558594,49.7703475952148,541.519165039062,41.0659980773926,12.4632501602173,28.6027488708496,33.1860008239746,26.6967086791992,33.3743324279785,20.1268749237061,61,20,1,110.485130310059,45,4,27,6
"Felis silvestris",-13.116515,21.102489,27.3093967437744,13.7473754882812,49.2971572875977,529.530456542969,40.986499786377,13.0997495651245,27.8867492675781,33.4229583740234,26.4236259460449,33.4229583740234,20.4888744354248,56,22,1,115.188209533691,40,4,40,6
"Felis silvestris",21.424187,40.819167,10.1285419464111,10.6185827255249,35.0116081237793,731.396118164062,26.6557502746582,-3.67300009727478,30.3287506103516,6.1950831413269,19.1186676025391,19.1186676025391,1.20279169082642,731,90,39,24.9109935760498,245,131,131,190
"Felis silvestris",20.392875,42.797592,9.29452037811279,10.7098751068115,35.011604309082,737.419250488281,25.5470008850098,-5.04250001907349,30.5895004272461,5.04291677474976,18.3449592590332,18.3449592590332,0.0971250161528587,906,98,62,14.6360654830933,268,199,199,220
"Felis silvestris",9.200436,51.312237,8.01233291625977,8.02466678619385,32.3990058898926,628.625793457031,21.8489990234375,-2.91925001144409,24.7682495117188,14.307541847229,3.63983345031738,15.8628330230713,0.428333342075348,735,77,46,13.6846523284912,213,152,208,172
"Felis silvestris",6.367284,50.313408,7.53138542175293,7.30193758010864,31.6749095916748,596.97607421875,20.5314998626709,-2.52125000953674,23.0527496337891,1.47012495994568,10.2454166412354,15.0264587402344,0.446208298206329,1100,117,69,15.8755731582642,334,238,244,313
"Felis silvestris",7.986777,50.325035,8.51841640472412,7.95737504959106,32.423168182373,629.481628417969,22.3145008087158,-2.2277500629425,24.5422515869141,14.9134578704834,4.29820823669434,16.4440841674805,0.969999969005585,782,76,54,11.1774406433105,214,173,203,194
"Felis silvestris",6.367531,50.313377,7.53138542175293,7.30193758010864,31.6749095916748,596.97607421875,20.5314998626709,-2.52125000953674,23.0527496337891,1.47012495994568,10.2454166412354,15.0264587402344,0.446208298206329,1100,117,69,15.8755731582642,334,238,244,313
"Felis silvestris",6.220223,50.19828,7.82345819473267,7.21050024032593,31.4450187683105,596.108032226562,20.7175006866455,-2.21300005912781,22.9305000305176,1.73820829391479,10.5321664810181,15.2801666259766,0.721708297729492,1058,110,70,13.8170719146729,316,235,241,296
"Felis silvestris",6.367381,50.313644,7.53138542175293,7.30193758010864,31.6749095916748,596.97607421875,20.5314998626709,-2.52125000953674,23.0527496337891,1.47012495994568,10.2454166412354,15.0264587402344,0.446208298206329,1100,117,69,15.8755731582642,334,238,244,313
"Felis silvestris",6.367789,50.313274,7.53138542175293,7.30193758010864,31.6749095916748,596.97607421875,20.5314998626709,-2.52125000953674,23.0527496337891,1.47012495994568,10.2454166412354,15.0264587402344,0.446208298206329,1100,117,69,15.8755731582642,334,238,244,313
"Felis silvestris",6.367199,50.313419,7.53138542175293,7.30193758010864,31.6749095916748,596.97607421875,20.5314998626709,-2.52125000953674,23.0527496337891,1.47012495994568,10.2454166412354,15.0264587402344,0.446208298206329,1100,117,69,15.8755731582642,334,238,244,313
"Felis silvestris",10.248709,50.577888,7.51368761062622,7.90929174423218,31.0262603759766,669.691162109375,21.6849994659424,-3.80725002288818,25.4922485351562,0.535208344459534,3.05875015258789,15.8230409622192,-0.592416644096375,838,91,54,14.3320617675781,240,183,215,225
"Felis silvestris",7.507606,49.803436,8.81626033782959,8.14522933959961,32.7512245178223,632.866943359375,22.9387493133545,-1.93124997615814,24.8699989318848,15.1283330917358,4.60550022125244,16.779333114624,1.23887503147125,650,62,43,12.9528770446777,186,135,177,154
"Felis silvestris",-5.807844,42.864542,7.78605222702026,9.03835391998291,35.756519317627,590.647766113281,22.6377506256104,-2.6397500038147,25.2775001525879,2.08533334732056,15.3892917633057,15.4601249694824,1.11866664886475,1064,126,45,30.7058372497559,361,159,159,340
"Felis silvestris",-5.580618,42.374113,12.0626668930054,11.0469169616699,38.9716949462891,619.825378417969,28.3267498016357,-0.0192499998956919,28.3460006713867,5.55945825576782,19.8666248321533,20.07204246521,4.90250015258789,556,70,22,32.5346298217773,192,83,85,180
"Felis silvestris",2.160554,42.303631,8.85443782806396,9.15349960327148,36.5281562805176,578.070678710938,22.9297504425049,-2.12899994850159,25.0587501525879,9.99287509918213,2.96054172515869,16.4075832366943,2.51287508010864,933,106,60,18.0894145965576,271,191,217,202
"Felis silvestris",34.444631,30.933315,19.6878757476807,12.4217090606689,45.8179626464844,569.588989257812,33.3445014953613,6.2335000038147,27.1110019683838,12.3934173583984,26.1202507019043,26.2030010223389,12.3934173583984,142,31,0,102.292823791504,89,0,0,89
"Felis silvestris",34.426593,30.933388,19.6878757476807,12.4217090606689,45.8179626464844,569.588989257812,33.3445014953613,6.2335000038147,27.1110019683838,12.3934173583984,26.1202507019043,26.2030010223389,12.3934173583984,142,31,0,102.292823791504,89,0,0,89
"Felis silvestris",34.323315,31.117677,20.0405101776123,12.231520652771,46.872142791748,544.497253417969,33.1547508239746,7.05924987792969,26.0955009460449,13.1502494812012,26.2104167938232,26.404541015625,13.1502494812012,167,39,0,105.513610839844,105,0,0,105
"Felis silvestris",34.561757,30.953107,19.2859268188477,12.3626041412354,45.3944244384766,578.082824707031,33.0050010681152,5.77124977111816,27.2337512969971,11.8295831680298,25.7644577026367,25.8128337860107,11.8295831680298,162,36,0,102.059646606445,101,0,0,101
"Felis silvestris",34.85716,31.703299,18.8682708740234,10.6625413894653,44.5553550720215,530.375549316406,30.7849998474121,6.85400009155273,23.9309997558594,12.1536245346069,24.6767501831055,24.9830417633057,12.1536245346069,455,115,0,111.847541809082,296,0,0,296
"Felis silvestris",35.644057,32.684681,20.5716457366943,9.07095813751221,38.3104591369629,579.312927246094,32.203498840332,8.52600002288818,23.6774978637695,13.2937078475952,27.0649166107178,27.3384990692139,13.2937078475952,399,99,0,108.677368164062,260,0,0,260
"Felis silvestris",34.839847,31.685295,18.8682708740234,10.6625413894653,44.5553550720215,530.375549316406,30.7849998474121,6.85400009155273,23.9309997558594,12.1536245346069,24.6767501831055,24.9830417633057,12.1536245346069,455,115,0,111.847541809082,296,0,0,296
"Felis silvestris",34.426812,30.933416,19.6878757476807,12.4217090606689,45.8179626464844,569.588989257812,33.3445014953613,6.2335000038147,27.1110019683838,12.3934173583984,26.1202507019043,26.2030010223389,12.3934173583984,142,31,0,102.292823791504,89,0,0,89
"Felis silvestris",6.541454,49.683224,9.4115104675293,7.84414577484131,32.5800933837891,620.217895507812,23.1847496032715,-0.891749978065491,24.0764999389648,5.65337514877319,5.28283309936523,17.2136669158936,2.0108335018158,817,83,55,11.4221858978271,231,179,202,212
"Felis silvestris",6.537281,49.684592,9.4115104675293,7.84414577484131,32.5800933837891,620.217895507812,23.1847496032715,-0.891749978065491,24.0764999389648,5.65337514877319,5.28283309936523,17.2136669158936,2.0108335018158,817,83,55,11.4221858978271,231,179,202,212
"Felis silvestris",6.536343,49.688063,9.4115104675293,7.84414577484131,32.5800933837891,620.217895507812,23.1847496032715,-0.891749978065491,24.0764999389648,5.65337514877319,5.28283309936523,17.2136669158936,2.0108335018158,817,83,55,11.4221858978271,231,179,202,212
"Felis silvestris",6.540827,49.674502,9.4115104675293,7.84414577484131,32.5800933837891,620.217895507812,23.1847496032715,-0.891749978065491,24.0764999389648,5.65337514877319,5.28283309936523,17.2136669158936,2.0108335018158,817,83,55,11.4221858978271,231,179,202,212
"Felis silvestris",-15.128139,23.374226,21.6702709197998,11.0378751754761,55.7215156555176,310.445068359375,31.9282493591309,12.1192502975464,19.8089981079102,25.263500213623,21.6305408477783,25.6522922515869,17.8914585113525,40,13,0,83.6884994506836,19,2,18,12
"Felis silvestris",-14.278089,22.678098,23.7520942687988,13.1388540267944,52.5817108154297,424.0791015625,36.6307487487793,11.6432504653931,24.9874992370605,28.1168746948242,24.3904571533203,29.1435413360596,18.4667091369629,43,18,1,102.529975891113,26,3,25,8
"Felis silvestris",-14.24356,22.417746,24.3264064788818,13.1063537597656,52.348461151123,432.572814941406,37.101001739502,12.0642499923706,25.036750793457,28.7188339233398,25.0849170684814,29.7637519836426,18.9166660308838,43,18,1,104.204620361328,27,3,26,7
"Felis silvestris",22.470213,49.311768,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",22.468662,49.312756,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",22.469112,49.312458,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",22.395777,49.247219,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",22.397856,49.24968,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",22.463726,49.313313,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",22.468781,49.312695,6.09304141998291,8.00779151916504,29.970682144165,705.843811035156,20.1432495117188,-6.57550001144409,26.71875,14.5662498474121,-1.73600006103516,14.5662498474121,-2.8150417804718,933,125,49,33.7367210388184,345,151,345,167
"Felis silvestris",-5.07,43.24,10.6155624389648,8.19737529754639,38.3498420715332,485.677886962891,22.3602504730225,0.985000014305115,21.3752498626709,5.7874584197998,16.724292755127,16.8499584197998,5.03908348083496,902,96,46,24.6885108947754,279,153,155,263
"Felis silvestris",-5.934064,42.858527,7.66008329391479,9.29133319854736,36.1414451599121,596.710571289062,22.8062496185303,-2.90199995040894,25.7082500457764,1.92679166793823,15.3488750457764,15.435583114624,0.93666660785675,1133,135,47,31.7679176330566,389,164,166,366
"Felis silvestris",-0.848994,42.930756,8.64440631866455,9.05185413360596,36.8958930969238,552.614501953125,23.1720008850098,-1.36150002479553,24.5335006713867,6.1040415763855,15.9411668777466,15.9411668777466,2.53283333778381,1044,108,53,20.9703102111816,311,185,185,293
"Felis silvestris",21.713769,40.497501,11.450083732605,11.070333480835,35.8205261230469,751.031494140625,28.7534999847412,-2.15149998664856,30.9050006866455,7.29716682434082,20.328540802002,20.7858333587646,2.38633322715759,553,63,34,20.9953861236572,175,106,110,133
"Felis silvestris",24.600903,-28.768742,18.2685317993164,16.7628555297852,52.3458862304688,551.216918945312,33.3142509460449,1.29100000858307,32.023250579834,23.7504177093506,11.0519580841064,24.5075416564941,11.0519580841064,436,80,5,72.9216918945312,219,19,202,19
"Felis silvestris",6.183883,49.553688,9.21943759918213,8.02274990081787,32.8125495910645,627.166320800781,23.0979995727539,-1.35224997997284,24.4502487182617,5.41841697692871,5.08558320999146,17.0760841369629,1.71304166316986,824,85,54,12.1233100891113,236,178,202,215
"Felis silvestris",6.185911,49.53489,9.21943759918213,8.02274990081787,32.8125495910645,627.166320800781,23.0979995727539,-1.35224997997284,24.4502487182617,5.41841697692871,5.08558320999146,17.0760841369629,1.71304166316986,824,85,54,12.1233100891113,236,178,202,215
"Felis silvestris",5.128899,47.782018,9.21566677093506,7.42787504196167,31.0910091400146,620.837951660156,22.6402492523193,-1.25049996376038,23.8907489776611,2.6085000038147,5.13195848464966,16.9736251831055,1.80204176902771,845,81,58,11.3827285766602,228,185,206,223
"Felis silvestris",-5.31,43.35,12.6920652389526,8.09126758575439,41.0336494445801,432.045532226562,22.9513301849365,3.2327127456665,19.7186164855957,10.6000442504883,18.0283699035645,18.237943649292,7.65540790557861,904,97,48,25.0646858215332,284,148,155,261
"Felis silvestris",18.996561,48.99038,6.38942718505859,10.0226039886475,33.6484260559082,747.106872558594,22.2775001525879,-7.50874996185303,29.7862510681152,15.4102916717529,-1.64649999141693,15.4102916717529,-2.95966672897339,883,106,52,23.6377487182617,293,163,293,179
"Felis silvestris",10.49195,51.986778,7.60657262802124,7.6705207824707,31.8272285461426,620.04638671875,21.0154991149902,-3.08500003814697,24.1004981994629,1.44133329391479,3.03383326530457,15.4069995880127,0.252416700124741,929,96,59,13.1907091140747,260,201,251,236
"Felis silvestris",10.533407,51.869007,7.90312528610229,8.01137447357178,32.5983657836914,624.329895019531,21.6792507171631,-2.89674997329712,24.576000213623,1.66495835781097,3.3443751335144,15.7574167251587,0.493958324193954,827,85,51,13.5887451171875,230,178,226,207
"Felis silvestris",6.840134,50.029251,8.36379146575928,7.8886251449585,32.5431594848633,618.014404296875,22.1477508544922,-2.09275007247925,24.2405014038086,1.99458336830139,15.5252084732056,16.1587505340576,0.992791652679443,891,99,58,15.4053335189819,270,198,199,253
"Felis silvestris",-4.96,43.01,7.02891683578491,8.28666687011719,34.3666839599609,572.87109375,21.1922492980957,-2.92024993896484,24.1124992370605,1.56158339977264,14.4640417098999,14.4640417098999,0.5725417137146,1039,121,45,29.7795162200928,346,159,159,325
"Felis silvestris",6.65,50.6,8.60844802856445,7.37752103805542,32.0396118164062,583.590209960938,21.5162506103516,-1.50999999046326,23.0262508392334,2.75012493133545,11.1586666107178,15.9215002059937,1.69037508964539,851,80,58,8.22540855407715,224,197,223,222
"Felis silvestris",10.422255,51.952306,7.60657262802124,7.6705207824707,31.8272285461426,620.04638671875,21.0154991149902,-3.08500003814697,24.1004981994629,1.44133329391479,3.03383326530457,15.4069995880127,0.252416700124741,929,96,59,13.1907091140747,260,201,251,236
"Felis silvestris",63.973963,48.829552,5.71902084350586,11.5167083740234,22.2228393554688,1510.72998046875,32.2999992370605,-19.5237503051758,51.8237495422363,-2.53174996376038,-11.9454164505005,23.720666885376,-13.1184167861938,162,18,9,21.9077186584473,51,31,39,39
"Felis silvestris",10.569953,51.946892,7.90312528610229,8.01137447357178,32.5983657836914,624.329895019531,21.6792507171631,-2.89674997329712,24.576000213623,1.66495835781097,3.3443751335144,15.7574167251587,0.493958324193954,827,85,51,13.5887451171875,230,178,226,207
"Felis silvestris",38.068275,-4.1163,22.6349792480469,10.3763751983643,67.719856262207,169.6591796875,30.3432502746582,15.0207500457764,15.3225002288818,23.918083190918,20.4391250610352,24.550874710083,20.4391250610352,690,127,5,78.559814453125,288,23,243,23
"Felis silvestris",-5.303101,42.919125,8.79342651367188,9.27372932434082,36.2318725585938,586.847778320312,23.636999130249,-1.95850002765656,25.5954990386963,2.98799991607666,16.3754997253418,16.3754997253418,2.10420846939087,845,99,37,29.2770767211914,281,131,131,265
"Felis silvestris",38.106114,-4.070197,22.6349792480469,10.3763751983643,67.719856262207,169.6591796875,30.3432502746582,15.0207500457764,15.3225002288818,23.918083190918,20.4391250610352,24.550874710083,20.4391250610352,690,127,5,78.559814453125,288,23,243,23
"Felis silvestris",36.195955,-4.03991,20.6204681396484,11.2176456451416,71.6862640380859,157.333236694336,28.1842498779297,12.53600025177,15.6482496261597,21.8951244354248,18.8140830993652,21.9475841522217,18.3420829772949,663,147,1,92.8201370239258,352,4,287,7
"Felis silvestris",-14.742317,22.993215,22.7210102081299,11.9452285766602,53.4641532897949,370.421997070312,34.1995010375977,11.8570003509521,22.3425006866455,26.7188339233398,23.0619163513184,27.4513339996338,18.1486663818359,42,15,1,87.6171646118164,23,3,22,10
"Felis silvestris",21.409042,40.812466,10.1285419464111,10.6185827255249,35.0116081237793,731.396118164062,26.6557502746582,-3.67300009727478,30.3287506103516,6.1950831413269,19.1186676025391,19.1186676025391,1.20279169082642,731,90,39,24.9109935760498,245,131,131,190
"Felis silvestris",21.835977,40.862445,10.4048328399658,10.2244997024536,34.3262405395508,736.226196289062,26.6854991912842,-3.10074996948242,29.7862491607666,6.2977499961853,18.9084167480469,19.4977493286133,1.40762495994568,555,59,37,18.6724853515625,163,113,122,122
"Felis silvestris",7.099001,50.68338,10.2983751296997,8.39237499237061,34.6234397888184,597.971618652344,23.8549995422363,-0.38400000333786,24.2390003204346,16.3368339538574,6.13783359527588,17.8491249084473,3.17962503433228,717,78,44,16.7740516662598,222,149,216,156
"Felis silvestris",10.241247,50.543762,7.51368761062622,7.90929174423218,31.0262603759766,669.691162109375,21.6849994659424,-3.80725002288818,25.4922485351562,0.535208344459534,3.05875015258789,15.8230409622192,-0.592416644096375,838,91,54,14.3320617675781,240,183,215,225
"Felis silvestris",6.219694,50.198643,7.82345819473267,7.21050024032593,31.4450187683105,596.108032226562,20.7175006866455,-2.21300005912781,22.9305000305176,1.73820829391479,10.5321664810181,15.2801666259766,0.721708297729492,1058,110,70,13.8170719146729,316,235,241,296
"Felis silvestris",6.920993,49.676525,7.98966693878174,7.34479141235352,31.2298469543457,614.009582519531,21.3859996795654,-2.1324999332428,23.5184993743896,1.65304160118103,15.1218338012695,15.7360830307007,0.692208349704742,973,107,64,14.6879634857178,290,215,220,273
"Felis silvestris",8.820551,51.338646,7.54028129577637,7.35147905349731,31.8656234741211,593.853149414062,20.3050003051758,-2.76524996757507,23.0702495574951,1.63866662979126,3.15374994277954,14.979416847229,0.489874988794327,1026,105,72,11.4921770095825,295,232,255,275
"Felis silvestris",9.594498,50.901085,7.97548961639404,7.86597919464111,32.1178359985352,631.739501953125,21.6112499237061,-2.87975001335144,24.4909992218018,14.4187078475952,3.61800003051758,15.8945837020874,0.410583287477493,763,77,49,13.0295286178589,225,162,215,174
"Felis silvestris",-3.8,57.19,6.90521860122681,7.24006271362305,38.6162414550781,428.291381835938,17.4440002441406,-1.30474996566772,18.7487506866455,2.83875012397766,8.38212490081787,12.4607915878296,2.07766675949097,956,114,54,23.2422370910645,305,177,196,280
"Felis silvestris",-3.84,57.16,6.18954181671143,7.00899982452393,37.7721519470215,430.527679443359,16.6857490539551,-1.87024998664856,18.5559997558594,2.11762499809265,7.72954177856445,11.7634162902832,1.34541666507721,1292,161,70,27.7529163360596,432,222,242,399
"Felis silvestris",34.426917,30.933354,19.6878757476807,12.4217090606689,45.8179626464844,569.588989257812,33.3445014953613,6.2335000038147,27.1110019683838,12.3934173583984,26.1202507019043,26.2030010223389,12.3934173583984,142,31,0,102.292823791504,89,0,0,89
"Felis silvestris",34.485261,30.930246,19.6878757476807,12.4217090606689,45.8179626464844,569.588989257812,33.3445014953613,6.2335000038147,27.1110019683838,12.3934173583984,26.1202507019043,26.2030010223389,12.3934173583984,142,31,0,102.292823791504,89,0,0,89
"Felis silvestris",35.123518,32.567499,18.74387550354,9.65791702270508,40.5381774902344,568.973937988281,30.5377502441406,6.71350002288818,23.8242492675781,11.6173334121704,25.0673751831055,25.3831672668457,11.6173334121704,594,152,0,114.149444580078,397,0,1,397
