"","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"background",18.5833333333333,45.25,11.03515625,10.5202293395996,34.0427436828613,782.167541503906,27.4522495269775,-3.45075011253357,30.9029998779297,18.9479999542236,2.87333345413208,20.398250579834,1.12800002098083,702,90,41,22.4515762329102,221,130,220,141
"background",81.4166666666667,51.0833333333333,2.98966670036316,12.3430423736572,25.8417263031006,1364.29663085938,27.5777492523193,-20.1862506866455,47.7639999389648,17.519458770752,-12.6676664352417,19.11545753479,-13.9413747787476,424,62,20,30.0659999847412,146,72,143,83
"background",34.9166666666667,41.0833333333333,8.56131267547607,10.7192916870117,36.0269927978516,725.068237304688,25.0090007781982,-4.74450016021729,29.7535018920898,11.9779996871948,16.9557075500488,17.2249164581299,-0.494750022888184,549,69,25,30.1696662902832,181,79,104,153
"background",61.9166666666667,25.9166666666667,26.826530456543,12.6371870040894,46.1539726257324,544.468017578125,39.6559982299805,12.2755002975464,27.3804969787598,20.7355842590332,27.3360843658447,32.7527923583984,19.4185829162598,170,35,3,73.1424331665039,89,11,27,89
"background",45.9166666666667,15.5833333333333,28.0680313110352,12.6063957214355,47.1086578369141,495.240997314453,40.5217514038086,13.7615003585815,26.7602500915527,29.0002498626709,24.0279579162598,33.7608337402344,21.765625,84,18,1,76.6856002807617,44,4,24,6
"background",16.5833333333333,-0.75,25.2974472045898,9.36614608764648,84.0899200439453,50.121150970459,30.9682502746582,19.8299999237061,11.1382503509521,25.0435829162598,24.7296657562256,25.9049167633057,24.7296657562256,1663,222,33,39.4348945617676,595,186,492,186
"background",34.25,38.9166666666667,11.9830732345581,12.6972703933716,36.6671104431152,807.674682617188,30.705249786377,-3.92324995994568,34.6284980773926,3.50637483596802,21.4804592132568,21.8590412139893,1.89974999427795,385,49,4,47.6264953613281,133,24,43,132
"background",14.75,-10.75,20.9556465148926,11.8381671905518,67.9953842163086,118.749229431152,28.3155002593994,10.9052495956421,17.4102516174316,21.6065826416016,19.0729579925537,21.8200416564941,19.0729579925537,1097,195,0,82.4423828125,484,3,442,3
"background",55.4166666666667,45.4166666666667,10.1747913360596,10.2690420150757,22.0067005157471,1337.64331054688,34.3904991149902,-12.2727499008179,46.6632499694824,10.7868337631226,24.500373840332,26.5108337402344,-6.45491647720337,133,20,6,33.5626449584961,49,20,26,30
"background",52.75,48.25,8.33466625213623,11.090708732605,23.032585144043,1378.73132324219,33.1817512512207,-14.9704999923706,48.1522521972656,-5.37966680526733,-7.50587511062622,24.8929996490479,-8.79512500762939,171,18,10,16.3337211608887,49,36,45,43
"background",56.9166666666667,45.0833333333333,9.21492671966553,11.0118961334229,23.6135749816895,1317.93872070312,33.7752494812012,-12.8585004806519,46.6337509155273,9.27283382415771,23.2077083587646,25.3622913360596,-6.99345827102661,147,20,5,34.8279228210449,50,19,25,36
"background",-8.41666666666667,39.0833333333333,16.3835830688477,10.1793746948242,43.7141036987305,466.371612548828,29.6459999084473,6.35975027084351,23.2862491607666,11.6882085800171,22.0923748016357,22.3646659851074,10.8956251144409,697,108,5,61.2227821350098,304,32,40,290
"background",46.25,4.08333333333334,28.1819381713867,12.3566665649414,77.9035186767578,85.2565536499023,36.7384986877441,20.8769989013672,15.861499786377,29.3843746185303,27.4791660308838,29.3843746185303,27.4791660308838,293,74,2,115.165878295898,147,8,147,8
"background",34.0833333333333,49.0833333333333,7.96488523483276,8.8334789276123,26.2405242919922,965.694763183594,25.7105007171631,-7.95300006866455,33.663501739502,18.120792388916,1.90745830535889,19.4654579162598,-4.0164999961853,519,59,31,19.4193744659424,162,103,162,126
"background",13.25,59.0833333333333,6.41961479187012,7.15102100372314,27.190710067749,686.685974121094,20.9160003662109,-5.38350009918213,26.2994995117188,11.2375001907349,0.803041696548462,15.3050003051758,-1.49054169654846,637,71,34,25.3945503234863,207,111,188,130
"background",74.4166666666667,23.5833333333333,26.5870418548584,13.1994171142578,44.0351181030273,463.378479003906,41.2605018615723,11.2857503890991,29.9747505187988,27.6047916412354,26.5275001525879,32.4630012512207,20.443208694458,897,313,0,152.741790771484,778,4,85,6
"background",0.75,29.5833333333333,24.1535930633545,15.0866041183472,37.5517501831055,916.051818847656,44.7415008544922,4.56599998474121,40.1754989624023,18.884916305542,35.6118316650391,35.6118316650391,13.0539579391479,24,4,0,40.2015113830566,9,1,1,7
"background",3.75,25.5833333333333,25.3178634643555,14.3159790039062,39.9213027954102,803.338500976562,42.757999420166,6.89750003814697,35.8605003356934,17.0045413970947,33.2033729553223,34.9033737182617,15.1673336029053,24,3,1,20.1007556915283,8,4,4,8
"background",38.25,24.75,25.0283641815186,12.3893127441406,46.9247703552246,557.667846679688,37.5852508544922,11.18274974823,26.4025001525879,21.1911659240723,31.0967082977295,31.0967082977295,17.7596664428711,82,23,0,99.4573516845703,42,1,1,18
"background",19.0833333333333,53.4166666666667,7.6599063873291,8.03864574432373,28.5813446044922,747.137451171875,23.0114994049072,-5.11399984359741,28.1254997253418,16.7740001678467,-0.607958257198334,16.7740001678467,-1.58616662025452,582,80,25,36.0305099487305,220,88,220,100
"background",45.75,-21.25,23.9461555480957,13.0913963317871,62.7365608215332,264.505554199219,33.5427513122559,12.6754999160767,20.8672523498535,26.3293342590332,20.2082500457764,26.4601669311523,20.2082500457764,1105,297,5,117.693672180176,771,16,637,16
"background",53.0833333333333,24.0833333333333,27.7292652130127,12.0901746749878,42.8063468933105,624.319519042969,41.6749267578125,13.4310445785522,28.2438812255859,20.3794536590576,33.6408462524414,34.7832832336426,19.6724872589111,59,18,0,112.217376708984,43,1,1,31
"background",22.75,27.0833333333333,22.666166305542,13.763500213623,44.1906242370605,676.725646972656,37.6037483215332,6.45800018310547,31.1457481384277,18.757833480835,27.0302925109863,30.2781257629395,13.830041885376,5,1,0,36.3479042053223,3,0,0,2
"background",38.9166666666667,13.4166666666667,23.9141864776611,14.4394578933716,72.9247207641602,171.267852783203,34.1037483215332,14.3032503128052,19.8004989624023,22.4780006408691,22.523624420166,26.1929988861084,22.4780006408691,659,184,10,110.804412841797,426,35,104,426
"background",60.0833333333333,49.4166666666667,4.31581258773804,12.0311670303345,23.5388298034668,1478.08898925781,30.5252494812012,-20.5867500305176,51.1119995117188,20.0214576721191,-13.0198745727539,21.8472080230713,-14.0646667480469,229,24,13,17.9477214813232,69,44,67,50
"background",-13.4166666666667,10.5833333333333,27.234489440918,11.4115619659424,59.2031936645508,176.10676574707,37.4194984436035,18.144250869751,19.2752475738525,25.7834587097168,27.5294990539551,29.8856239318848,25.7834587097168,2626,771,1,119.341430664062,1812,7,174,1812
"background",29.4166666666667,-0.583333333333329,23.177864074707,9.58993721008301,92.7549743652344,21.6881980895996,28.5155010223389,18.1765003204346,10.3390007019043,23.0337905883789,23.2715835571289,23.4404582977295,22.9656257629395,926,106,43,29.6476345062256,311,173,264,178
"background",72.5833333333333,57.9166666666667,0.0744583979249001,10.6540832519531,23.1858749389648,1297.71667480469,23.9489994049072,-22.0017490386963,45.9507484436035,15.8110828399658,-13.7287912368774,15.8110828399658,-16.2574157714844,473,73,14,50.7664337158203,207,52,207,62
"background",53.4166666666667,40.25,14.7789688110352,10.5333127975464,28.5302925109863,1011.76989746094,34.6044998168945,-2.31524991989136,36.919750213623,13.9803333282471,26.5102500915527,27.3227500915527,2.51883339881897,129,20,3,50.9508743286133,53,10,11,38
"background",15.75,9.08333333333334,27.4411468505859,13.1320419311523,57.7530860900879,221.404571533203,39.0279998779297,16.2897491455078,22.7382507324219,25.6287078857422,26.2766246795654,30.7518329620361,25.6287078857422,1016,271,0,115.346221923828,687,0,130,687
"background",8.58333333333333,48.4166666666667,7.87400007247925,8.81375026702881,34.3461990356445,645.3466796875,22.2604999542236,-3.40100002288818,25.6614990234375,14.2846250534058,12.573166847229,15.9507503509521,0.173375010490417,1076,104,71,12.1763305664062,300,235,278,284
"background",50.25,50.4166666666667,6.93419790267944,10.9056463241577,23.2062187194824,1354.29626464844,31.1912498474121,-15.8032503128052,46.994499206543,-5.86812496185303,-2.88020825386047,23.1069583892822,-9.62320899963379,280,31,17,19.3022136688232,82,54,80,71
"background",15.25,-22.0833333333333,20.6571559906006,15.4223127365112,70.0918579101562,261.027893066406,31.0755004882812,9.07250022888184,22.0030002593994,23.421667098999,17.5966243743896,23.421667098999,17.0554580688477,157,43,0,111.633911132812,113,2,113,2
"background",83.25,35.75,-6.98852062225342,15.8071670532227,37.8730430603027,951.729858398438,13.4757499694824,-28.2614994049072,41.7372512817383,4.60329151153564,-16.9122085571289,4.60329151153564,-18.7862091064453,61,21,0,124.887908935547,50,0,50,0
"background",3.58333333333333,14.0833333333333,28.8602504730225,13.415207862854,56.6496734619141,294.462890625,40.2184982299805,16.5375003814697,23.6809978485107,28.2740421295166,27.1361656188965,32.6315841674805,25.216833114624,361,125,0,146.246185302734,290,0,67,0
"background",60.25,33.5833333333333,18.9821033477783,15.5892915725708,39.5356216430664,908.65966796875,38.9370002746582,-0.494000017642975,39.4309997558594,9.47720813751221,30.0827503204346,30.0827503204346,7.48487520217896,185,44,0,99.2948913574219,114,1,1,93
"background",38.0833333333333,5.25,20.1394271850586,12.7128963470459,70.3069152832031,122.591217041016,30.3157501220703,12.2337503433228,18.0820007324219,20.4627914428711,21.3702087402344,21.8684577941895,18.6791667938232,720,153,19,71.2690658569336,341,77,130,86
"background",74.25,21.4166666666667,27.4050426483154,14.1212501525879,50.2732353210449,375.382232666016,40.8300018310547,12.7410001754761,28.0890007019043,27.6938323974609,28.3032493591309,32.3261260986328,22.7209167480469,710,234,1,132.592971801758,527,5,123,8
"background",2.08333333333333,10.25,26.904239654541,12.1992702484131,63.2881736755371,174.269424438477,36.8747520446777,17.5990009307861,19.2757511138916,25.0480003356934,26.8256244659424,29.3335418701172,25.0480003356934,1092,249,1,102.219108581543,677,6,82,677
"background",25.5833333333333,-24.9166666666667,19.5001258850098,15.1707916259766,55.082389831543,465.080810546875,30.9887504577637,3.4467499256134,27.5419998168945,24.1908760070801,13.2151250839233,24.1908760070801,13.2151250839233,435,83,1,82.0690155029297,218,7,218,7
"background",8.08333333333333,18.5833333333333,27.9094486236572,14.5688543319702,48.4751892089844,563.030151367188,41.3742485046387,11.3199996948242,30.0542488098145,32.9186248779297,20.8704586029053,33.7060852050781,20.0891666412354,56,22,0,124.859153747559,44,0,26,0
"background",68.5833333333333,46.9166666666667,6.33232307434082,13.0867290496826,25.3575782775879,1444.00256347656,32.8837509155273,-18.7250003814697,51.6087493896484,7.1571249961853,21.0195426940918,23.4934177398682,-11.9667921066284,156,18,6,26.3767471313477,48,25,30,45
"background",30.9166666666667,-12.25,19.6899681091309,11.9884376525879,60.5591354370117,191.691177368164,29.1542491912842,9.35799980163574,19.7962493896484,20.3871250152588,17.0317497253418,21.7059993743896,17.0317497253418,1078,263,0,120.560020446777,750,0,116,0
"background",5.58333333333333,19.9166666666667,27.2492294311523,14.3754997253418,46.6396331787109,604.931884765625,40.8359985351562,10.013500213623,30.8224983215332,32.3985404968262,20.0795421600342,33.439624786377,18.9265842437744,41,19,0,129.331954956055,33,0,10,0
"background",12.9166666666667,32.5833333333333,19.8950214385986,12.1117086410522,42.7134132385254,626.077758789062,34.3899993896484,6.03424978256226,28.355749130249,13.631875038147,27.2399997711182,27.2399997711182,12.1152505874634,258,54,0,88.128059387207,143,1,1,142
"background",15.9166666666667,38.25,13.6350622177124,5.90170860290527,28.1953430175781,561.610290527344,25.1375007629395,4.20599985122681,20.9315013885498,8.80479145050049,20.574333190918,20.6818332672119,7.24054145812988,826,118,17,53.4991569519043,333,60,103,315
"background",66.75,41.75,13.3925838470459,14.4979162216187,32.6052322387695,1120.58215332031,38.1357498168945,-6.3292498588562,44.4650001525879,5.96908330917358,25.9897918701172,27.4680004119873,-0.0836249217391014,231,34,2,65.4839630126953,98,8,12,92
"background",87.25,40.75,11.4379062652588,16.2640209197998,32.0654983520508,1293.55383300781,34.9272499084473,-15.793999671936,50.721248626709,26.0639591217041,-5.57437467575073,26.0639591217041,-5.57437467575073,38,11,0,83.6616592407227,25,1,25,1
"background",51.25,16.5833333333333,25.5850944519043,10.5966453552246,48.4340629577637,382.95751953125,35.8102493286133,13.9317502975464,21.8784980773926,24.2419586181641,25.5681667327881,29.69362449646,20.4750003814697,65,13,1,59.9759216308594,32,7,11,15
"background",88.4166666666667,56.0833333333333,0.618468761444092,10.6176872253418,23.5828075408936,1252.59924316406,24.2859992980957,-20.7369995117188,45.0229988098145,16.0209999084473,-12.9218330383301,16.0209999084473,-14.8095417022705,466,72,12,55.9498710632324,211,41,211,51
"background",-7.75,52.4166666666667,9.56155204772949,7.3091459274292,41.1018714904785,400.338775634766,19.5922508239746,1.80924999713898,17.7830009460449,5.57991647720337,13.3004169464111,14.7117500305176,4.94233322143555,1334,157,72,25.5120868682861,431,236,255,424
"background",24.4166666666667,-24.25,22.0481662750244,16.6978740692139,58.7777404785156,430.070831298828,33.8997497558594,5.49125003814697,28.4085006713867,26.2105407714844,16.191291809082,26.2769584655762,16.191291809082,348,66,1,81.587776184082,173,5,164,5
"background",0.25,23.0833333333333,27.2718544006348,14.5354166030884,41.9371528625488,754.638793945312,43.4594993591309,8.79950046539307,34.6599998474121,34.9775009155273,23.4175834655762,35.8991241455078,17.3038330078125,18,7,0,82.6823043823242,13,1,10,1
"background",22.5833333333333,-1.91666666666666,24.5290412902832,9.76320838928223,86.7570877075195,48.0398559570312,30.2150001525879,18.9615001678467,11.2534999847412,24.3487491607666,24.3751258850098,25.1490001678467,23.9573745727539,1878,237,75,29.6651344299316,621,289,488,398
"background",50.25,19.25,28.9443645477295,12.5037288665771,43.8008842468262,597.012451171875,42.1882514953613,13.6415004730225,28.5467510223389,26.2634162902832,29.1323757171631,35.589958190918,21.0759582519531,56,18,0,99.3530502319336,39,2,5,16
"background",1.75,26.5833333333333,27.1468639373779,15.1844797134399,39.5527000427246,861.992004394531,46.2362518310547,7.8457498550415,38.3905029296875,21.7060832977295,35.5149993896484,37.6201667785645,16.4185009002686,14,2,0,38.5314064025879,6,0,1,6
"background",22.4166666666667,30.9166666666667,19.759635925293,12.2366046905518,46.397346496582,554.499572753906,32.6720008850098,6.29850006103516,26.3735008239746,12.6464996337891,26.0465831756592,26.0465831756592,12.6464996337891,41,12,0,97.7231979370117,30,0,0,30
"background",21.75,13.25,26.9437599182129,15.7440624237061,61.7965545654297,254.477005004883,38.9674987792969,13.4902496337891,25.4772491455078,26.497875213623,25.4829177856445,30.3278331756592,23.8921241760254,478,180,0,152.144638061523,401,0,64,0
"background",58.4166666666667,36.75,11.2047080993652,12.8410835266113,34.8235130310059,890.556579589844,30.3172492980957,-6.55749988555908,36.8747482299805,1.27233338356018,21.4048328399658,22.0462074279785,0.096750020980835,377,66,6,61.9549407958984,166,23,26,145
"background",36.9166666666667,7.75,18.4731884002686,14.7945413589478,74.8635787963867,85.0299377441406,28.1790008544922,8.41699981689453,19.7620010375977,17.8124580383301,18.4058742523193,19.6535415649414,17.7045841217041,1438,234,21,67.9902420043945,678,83,367,642
"background",48.25,53.5833333333333,4.42351055145264,9.35506248474121,22.974967956543,1184.02709960938,25.4712505340576,-15.2472496032715,40.7184982299805,18.4408760070801,-9.12187480926514,18.4408760070801,-10.4831666946411,475,62,23,30.2417049407959,170,80,170,88
"background",21.5833333333333,1.91666666666667,25.0161972045898,10.2616453170776,82.2033157348633,58.83203125,31.8194999694824,19.3362503051758,12.4832496643066,24.4351253509521,25.3871250152588,25.7853336334229,24.2524585723877,1781,227,59,34.6042442321777,611,216,380,557
"background",14.25,45.4166666666667,9.48462390899658,8.23824024200439,31.93430519104,647.943298339844,23.7753810882568,-2.02208113670349,25.7974624633789,6.42102384567261,2.40689516067505,17.6258029937744,1.83252966403961,1545,185,93,21.3538818359375,503,325,342,361
"background",30.0833333333333,6.25,27.1917190551758,13.3895206451416,70.5807495117188,131.068298339844,37.2472496032715,18.2767505645752,18.9704990386963,25.8098335266113,27.4348335266113,29.0749168395996,25.7838745117188,1012,174,1,79.8586044311523,479,8,122,476
"background",61.5833333333333,42.9166666666667,11.8144378662109,12.0525007247925,26.1817359924316,1290.275390625,36.4042510986328,-9.62975025177002,46.0340003967285,12.8050832748413,25.1872501373291,27.6040000915527,-4.26016664505005,116,18,2,54.2740058898926,47,7,10,38
"background",81.25,34.9166666666667,-7.29107284545898,14.1273126602173,35.3268928527832,937.331237792969,12.4709997177124,-27.519250869751,39.9902496337891,4.25274991989136,-17.2049579620361,4.25274991989136,-18.7892913818359,44,16,0,124.390907287598,37,0,37,0
"background",0.583333333333332,45.5833333333333,12.0052499771118,9.02083301544189,38.6761856079102,542.487426757812,25.2207508087158,1.89674997329712,23.3240013122559,6.35562515258789,18.8326663970947,18.8326663970947,5.72691679000854,906,95,54,18.1086616516113,277,171,171,260
"background",30.25,-7.08333333333333,26.2710933685303,9.21127128601074,72.0094680786133,109.088470458984,31.6252498626709,18.8334999084473,12.7917499542236,26.8957500457764,24.6117916107178,27.1189994812012,24.6117916107178,874,199,0,100.653823852539,487,0,337,0
"background",85.9166666666667,30.25,-0.748614549636841,14.8158121109009,44.6693305969238,706.047973632812,14.7267503738403,-18.4409999847412,33.1677513122559,-7.98874998092651,6.28191661834717,7.83679151535034,-9.4151668548584,172,25,2,47.7091636657715,64,18,31,54
"background",1.41666666666666,27.9166666666667,24.6047821044922,15.6006870269775,39.1411590576172,897.912292480469,44.836498260498,4.97900009155273,39.8574981689453,15.5717916488647,33.3762092590332,35.6871681213379,13.6081247329712,18,3,0,36.1813621520996,7,1,1,7
"background",37.0833333333333,19.5833333333333,27.8576354980469,10.7299375534058,47.0095825195312,443.586944580078,40.2647514343262,17.4397506713867,22.8250007629395,26.2304573059082,24.0100421905518,33.2550430297852,22.5969581604004,56,17,1,88.8215789794922,35,4,11,5
"background",26.0833333333333,18.75,24.4019165039062,16.2703742980957,52.1624298095703,546.481628417969,38.411750793457,7.21999979019165,31.1917514801025,29.1316661834717,18.4732074737549,29.9680404663086,16.8751659393311,25,15,0,140.663330078125,23,0,4,0
"background",39.4166666666667,52.0833333333333,6.17494773864746,8.72989559173584,23.895263671875,1048.6142578125,25.5432510375977,-10.9907503128052,36.5340003967285,18.7564163208008,-5.68062496185303,18.7564163208008,-6.78741645812988,545,71,27,29.0420360565186,189,91,189,105
"background",87.0833333333333,26.0833333333333,24.9983749389648,11.0841655731201,43.3623123168945,492.214660644531,35.0279998779297,9.46624946594238,25.5617504119873,28.7424583435059,17.7900829315186,29.343334197998,17.7900829315186,1402,357,1,115.728744506836,938,17,664,17
"background",6.08333333333333,12.75,27.6204681396484,12.980562210083,54.8849411010742,283.352203369141,39.2229995727539,15.5725002288818,23.6504993438721,26.55908203125,24.6186656951904,31.4204998016357,24.5222492218018,628,199,0,133.945541381836,479,0,49,1
"background",88.9166666666667,43.5833333333333,-4.24524974822998,11.5816249847412,30.5229415893555,980.305053710938,14.4387502670288,-23.5052490234375,37.9440002441406,7.71104145050049,-16.1519165039062,7.71104145050049,-16.1519165039062,302,62,3,80.9357070922852,162,11,162,11
"background",-10.0833333333333,17.4166666666667,29.4910831451416,14.6746673583984,51.1923332214355,478.592956542969,42.7292518615723,14.0635004043579,28.6657524108887,32.4506645202637,22.7716674804688,34.5816650390625,22.7716674804688,139,52,0,135.733535766602,115,1,44,1
"background",65.9166666666667,38.4166666666667,16.3324069976807,14.4097290039062,35.7426261901855,994.332153320312,39.2672500610352,-1.04799997806549,40.3152503967285,6.14133310317993,26.8324584960938,28.9428749084473,4.23295831680298,222,51,0,86.9873123168945,120,2,3,96
"background",61.4166666666667,57.0833333333333,2.062739610672,9.10935401916504,21.9971599578857,1173.599609375,23.0370006561279,-18.3745002746582,41.4114990234375,16.3989582061768,-10.5116672515869,16.3989582061768,-12.7032089233398,502,89,15,56.1886138916016,230,56,230,66
"background",4.58333333333333,32.25,22.054780960083,13.3990201950073,35.9722137451172,873.439331054688,41.6567497253418,4.40850019454956,37.2482490539551,12.4983329772949,33.0997085571289,33.0997085571289,11.6129159927368,54,8,1,44.8723030090332,21,4,4,17
"background",85.25,43.0833333333333,-2.8490936756134,13.3617296218872,28.8749294281006,1220.1865234375,18.2049999237061,-28.0694999694824,46.2744979858398,10.3810415267944,-19.4755840301514,10.3810415267944,-19.4755840301514,266,58,2,94.8361129760742,159,6,159,6
"background",83.4166666666667,39.5833333333333,12.2342500686646,17.5092086791992,33.3094749450684,1330.22448730469,35.992748260498,-16.5725002288818,52.5652465820312,27.1570415496826,-1.64525008201599,27.1570415496826,-5.72212505340576,39,13,0,104.80738067627,30,0,30,0
"background",24.75,-15.0833333333333,20.7621040344238,15.1333742141724,58.101936340332,290.806121826172,32.1112480163574,6.06500005722046,26.0462474822998,22.3328742980957,16.7567081451416,23.4762496948242,16.5986671447754,804,195,0,114.336784362793,545,0,109,4
"background",77.5833333333333,22.5833333333333,26.3308334350586,13.0483331680298,42.1587142944336,501.495727539062,42.9565010070801,12.0059995651245,30.9505004882812,26.7765827178955,26.7907085418701,33.1268310546875,20.2003326416016,1199,401,2,148.358840942383,1016,13,106,27
"background",26.5833333333333,14.4166666666667,25.5965423583984,16.078125,57.1377182006836,387.721649169922,38.148998260498,10.0097503662109,28.1392478942871,27.8575420379639,21.6751670837402,29.5068321228027,20.0292091369629,201,92,0,169.357315063477,183,0,77,0
"background",9.41666666666666,13.25,27.5803852081299,15.3871040344238,56.3016624450684,366.058288574219,40.1990013122559,12.8692502975464,27.3297500610352,28.2912502288818,22.9500827789307,31.9593334197998,22.5533752441406,392,139,0,152.875671386719,331,0,53,0
"background",23.4166666666667,15.4166666666667,25.2179889678955,16.5362300872803,57.1604385375977,420.063598632812,37.9664993286133,9.03699970245361,28.929500579834,28.0486660003662,20.933666229248,29.6736660003662,19.3704166412354,167,82,0,169.246337890625,152,0,51,0
"background",10.0833333333333,10.75,25.8699893951416,12.7051868438721,55.1105499267578,247.895584106445,37.497501373291,14.4434995651245,23.0540008544922,24.7162494659424,23.4047508239746,29.3275413513184,23.3878326416016,900,261,0,120.553634643555,627,1,110,2
"background",15.0833333333333,-17.4166666666667,22.8145732879639,15.0278959274292,57.8279571533203,317.535308837891,34.3042488098145,8.3169994354248,25.9872493743896,24.5853328704834,18.2059593200684,25.8431663513184,18.2059593200684,453,114,0,118.19408416748,326,0,96,0
"background",35.9166666666667,41.25,10.069167137146,8.46795845031738,32.9874382019043,652.500183105469,23.7662506103516,-1.90400004386902,25.6702499389648,7.17687511444092,17.7506675720215,17.9325828552246,2.06233334541321,597,68,25,27.4595642089844,182,89,104,168
"background",18.0833333333333,-0.75,25.2514476776123,8.62456226348877,83.6037445068359,56.8457946777344,30.5174999237061,20.2014999389648,10.3159999847412,24.9857082366943,24.5771675109863,25.9201240539551,24.5716667175293,1807,216,70,28.4910373687744,590,296,472,417
"background",3.41666666666666,49.0833333333333,9.92109394073486,8.50006198883057,36.0336265563965,566.541442871094,23.4764995574951,-0.112750001251698,23.5892486572266,15.3752918243408,5.96441650390625,17.0551242828369,3.2012083530426,653,60,46,9.08658123016357,178,140,172,159
"background",51.25,33.75,9.89766693115234,13.2325000762939,34.3768272399902,914.796203613281,30.411750793457,-8.08075046539307,38.4925003051758,3.76312494277954,20.6352500915527,21.1176662445068,-1.52237510681152,174,36,0,77.4437866210938,88,4,7,68
"background",83.75,20.4166666666667,26.1883220672607,10.3385210037231,39.9058990478516,427.019378662109,39.2459983825684,13.3387498855591,25.9072494506836,26.8952503204346,20.7187919616699,31.7245006561279,20.7187919616699,1401,394,4,122.287696838379,984,28,280,28
"background",42.0833333333333,5.25,28.8540515899658,12.7197294235229,74.6561508178711,89.5628814697266,37.9862518310547,20.9484996795654,17.0377521514893,29.7019996643066,28.1803741455078,30.1396255493164,28.1803741455078,301,96,1,122.993270874023,174,3,118,3
"background",82.25,29.75,1.40062499046326,10.5069169998169,40.417049407959,583.890502929688,13.5854997634888,-12.4107503890991,25.9962501525879,7.62620830535889,4.90883350372314,8.02537536621094,-6.1497917175293,551,127,8,82.6075744628906,292,40,250,133
"background",-3.58333333333334,29.4166666666667,23.9505634307861,14.8369169235229,37.8085289001465,857.362915039062,44.0542488098145,4.81199979782104,39.2422485351562,18.5092086791992,27.747875213623,34.7324981689453,13.4800415039062,23,8,0,81.9973297119141,13,0,3,6
"background",70.5833333333333,35.0833333333333,7.38285398483276,10.190375328064,32.8134307861328,789.467224121094,23.0847492218018,-7.9707498550415,31.0555000305176,1.47104167938232,13.1692914962769,16.9897918701172,-2.46641659736633,820,173,16,81.6016082763672,454,68,76,241
"background",-5.58333333333334,25.0833333333333,27.3297920227051,15.797833442688,40.9405517578125,802.306579589844,46.804500579834,8.21724987030029,38.5872497558594,33.220458984375,27.0442085266113,37.0724601745605,17.1659164428711,12,3,0,52.2232971191406,7,0,3,2
"background",14.5833333333333,2.91666666666667,23.6981868743896,11.238917350769,82.6603698730469,63.1395111083984,30.7520008087158,17.1555004119873,13.5965003967285,23.2851257324219,23.5696258544922,24.5770416259766,23.0532913208008,1633,256,33,49.9377288818359,619,138,499,471
"background",82.5833333333333,58.9166666666667,-1.46104168891907,10.4137916564941,21.0364761352539,1401.25671386719,24.4677505493164,-25.0357494354248,49.5035018920898,15.9362497329712,-16.464542388916,15.9362497329712,-19.0064582824707,537,76,17,44.4364356994629,214,63,214,80
"background",-3.58333333333334,20.9166666666667,28.6002082824707,14.6164999008179,43.3630752563477,713.351684570312,44.1595001220703,10.4522495269775,33.7072525024414,35.4077491760254,29.6800003051758,36.2830429077148,18.9190006256104,24,9,0,98.4731903076172,19,0,13,2
"background",29.0833333333333,-24.4166666666667,19.7180728912354,15.6540622711182,59.3383941650391,398.088836669922,30.5372505187988,4.15625,26.3810005187988,23.3660011291504,14.252124786377,23.6686668395996,14.252124786377,535,109,4,86.062141418457,289,13,276,13
"background",42.75,1.08333333333334,27.3300724029541,10.8948535919189,72.4910125732422,129.994079589844,35.5827484130859,20.5535011291504,15.0292472839355,27.4532489776611,28.7080001831055,28.8608741760254,25.6242504119873,567,123,2,84.9401931762695,291,20,141,115
"background",32.25,55.75,4.9698748588562,7.73245811462402,24.1894454956055,904.836059570312,21.8527488708496,-10.1134996414185,31.9662475585938,16.0441665649414,-0.800208330154419,16.0441665649414,-6.15087509155273,700,92,36,31.6398296356201,250,110,250,134
"background",-3.41666666666667,27.75,26.04469871521,15.7232294082642,38.9222564697266,875.0966796875,46.541748046875,6.14524984359741,40.3964996337891,20.4168338775635,30.1642074584961,36.8964157104492,15.1917495727539,12,4,0,63.9602165222168,7,0,2,2
"background",12.4166666666667,41.9166666666667,15.3927602767944,9.82127094268799,36.9130516052246,619.697326660156,30.1412506103516,3.53474998474121,26.6065006256104,12.3941669464111,23.2391242980957,23.2391242980957,8.32645797729492,601,81,12,42.1714706420898,228,65,65,190
"background",17.4166666666667,2.41666666666667,24.8139801025391,9.99787521362305,81.765495300293,60.828441619873,31.3155002593994,19.0880012512207,12.2274990081787,24.3870849609375,24.765625,25.6555404663086,24.2327499389648,1684,207,42,39.6103858947754,608,170,454,550
"background",7.58333333333333,22.9166666666667,24.6041984558105,14.1813116073608,43.5932273864746,689.707336425781,39.2509994506836,6.71999979019165,32.5309982299805,31.601375579834,16.4763336181641,32.0932083129883,15.4572916030884,23,3,1,30.8686847686768,8,3,8,3
"background",13.5833333333333,-0.916666666666664,24.6339168548584,8.45599937438965,76.8657379150391,83.0510330200195,30.328498840332,19.3274993896484,11.0009994506836,24.6822910308838,23.4794578552246,25.4954166412354,23.4794578552246,1772,264,15,55.5058403015137,671,82,602,82
