"","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"background",41.25,45.9166666666667,10.4553747177124,9.85949993133545,27.5547428131104,970.434143066406,29.595251083374,-6.18624973297119,35.7815017700195,20.2044582366943,-0.453666657209396,22.2127914428711,-1.59591662883759,546,69,29,23.7446136474609,180,98,173,114
"background",57.4166666666667,35.0833333333333,19.2356662750244,13.5111246109009,34.6004371643066,973.631591796875,39.1302490234375,0.0812500044703484,39.048999786377,8.86054134368896,29.5541248321533,30.9387073516846,6.80091667175293,180,40,0,96.1621475219727,108,0,1,95
"background",47.25,54.25,4.03962516784668,9.28004169464111,23.2734146118164,1160.72937011719,24.7520008087158,-15.1219997406006,39.8740005493164,17.83766746521,-9.12733364105225,17.83766746521,-10.3991250991821,493,66,23,33.3360481262207,181,77,181,85
"background",58.0833333333333,34.25,17.3904895782471,13.4615211486816,35.7852630615234,938.002685546875,36.5139999389648,-1.10350000858307,37.6175003051758,7.33554172515869,27.2218742370605,28.6630840301514,5.44816637039185,185,43,0,101.312660217285,115,0,1,100
"background",16.5833333333333,-18.5833333333333,22.7258014678955,16.0811462402344,59.2503814697266,358.418365478516,34.4464988708496,7.30550003051758,27.140998840332,24.9887924194336,17.6078338623047,26.0698318481445,17.6078338623047,443,114,0,115.560478210449,309,1,100,1
"background",85.0833333333333,21.9166666666667,25.3061447143555,10.4828748703003,40.343189239502,444.139129638672,38.1517486572266,12.1674995422363,25.9842491149902,26.6536254882812,19.5121250152588,30.6732501983643,19.5033340454102,1449,400,2,124.253692626953,1022,26,288,41
"background",49.5833333333333,46.9166666666667,9.42405223846436,10.2707290649414,23.8119049072266,1233.09228515625,32.5685005187988,-10.5642499923706,43.1327514648438,17.6292495727539,-4.35500001907349,24.4956665039062,-5.81087493896484,171,18,10,14.828426361084,51,35,48,36
"background",84.75,36.4166666666667,-6.04860401153564,16.3571662902832,38.2007217407227,985.164001464844,14.8819999694824,-27.9370002746582,42.8190002441406,5.87241649627686,-16.2846260070801,5.87241649627686,-18.3537921905518,81,28,0,125.960502624512,65,0,65,0
"background",17.4166666666667,2.25,24.8865413665771,9.95425033569336,82.6850814819336,60.2784881591797,31.3174991607666,19.2787494659424,12.0387496948242,24.4301242828369,24.8739585876465,25.7227916717529,24.2885837554932,1686,207,44,38.5431518554688,604,177,456,542
"background",66.25,58.0833333333333,0.848416745662689,11.0300416946411,23.8598308563232,1306.25451660156,24.4812507629395,-21.7472496032715,46.2285003662109,16.4596252441406,-13.080958366394,16.4596252441406,-15.9243335723877,493,83,18,48.5976982116699,209,62,209,73
"background",-9.91666666666667,17.5833333333333,29.4018859863281,14.6634788513184,50.4736518859863,493.418365478516,42.6879997253418,13.6362504959106,29.0517501831055,32.7034568786621,22.4787921905518,34.6029167175293,22.4787921905518,123,46,0,133.259231567383,101,1,38,1
"background",85.0833333333333,49.4166666666667,1.09547913074493,12.4648332595825,27.5606021881104,1258.60913085938,24.2220001220703,-21.0049991607666,45.2269973754883,14.1582088470459,-13.0725002288818,15.876708984375,-14.6094169616699,466,69,12,52.1880874633789,190,38,183,47
"background",85.5833333333333,57.25,-0.0178749207407236,9.94229221343994,21.4125862121582,1321.05395507812,24.161750793457,-22.2702503204346,46.431999206543,16.2053337097168,-7.7564582824707,16.2053337097168,-16.5670833587646,497,71,16,44.9846000671387,201,57,201,73
"background",-16.0833333333333,12.25,26.2263851165771,11.716854095459,65.8583221435547,108.942581176758,34.2237510681152,16.4327507019043,17.7910003662109,26.4892921447754,25.2586669921875,27.1596260070801,24.5912094116211,1452,503,0,146.128784179688,1203,0,462,1
"background",29.5833333333333,39.4166666666667,10.1910629272461,11.8347082138062,38.527889251709,698.324523925781,27.1807498931885,-3.53649997711182,30.7172508239746,1.5386666059494,18.3652076721191,18.6707496643066,1.5386666059494,641,104,12,51.3978614807129,261,52,69,261
"background",59.5833333333333,43.4166666666667,11.0385942459106,11.7545213699341,26.0453357696533,1249.32263183594,34.7672500610352,-10.3637504577637,45.1310005187988,10.9936666488647,24.3297500610352,26.3290843963623,-4.28662490844727,114,16,3,46.3910942077637,46,9,13,32
"background",-2.25,5.25,26.3915634155273,6.85012531280518,71.2960586547852,103.396385192871,31.6062507629395,21.9982509613037,9.60799980163574,26.8546676635742,27.0024166107178,27.5583343505859,24.9605827331543,1778,338,40,58.5396156311035,756,186,365,333
"background",49.4166666666667,41.75,12.4015836715698,4.82483339309692,19.0309963226318,757.654968261719,26.0920009613037,0.739499986171722,25.3525009155273,9.93616676330566,21.7978744506836,21.798999786377,3.36341667175293,239,29,8,33.8954200744629,84,29,43,61
"background",55.9166666666667,56.9166666666667,1.87670838832855,8.97825050354004,21.609992980957,1188.42248535156,23.2765007019043,-18.2702503204346,41.5467529296875,16.2233753204346,-5.19679164886475,16.2233753204346,-12.9497499465942,556,75,23,37.5809516906738,205,78,205,90
"background",42.25,19.25,21.584135055542,13.0758953094482,51.6089286804199,467.353271484375,33.7019996643066,8.36550045013428,25.336498260498,21.6897087097168,18.4421253204346,27.1479167938232,15.7701253890991,251,45,10,59.6959266662598,122,33,59,34
"background",12.9166666666667,-15.5833333333333,25.2363224029541,10.3054790496826,64.3147811889648,212.904724121094,32.4305000305176,16.4069995880127,16.0235004425049,26.7803344726562,24.0530414581299,26.8755416870117,22.0649585723877,235,80,0,124.510040283203,166,0,161,0
"background",24.5833333333333,2.08333333333334,24.228271484375,10.0658750534058,83.7549209594727,41.9785041809082,30.6280002593994,18.6097507476807,12.0182495117188,23.9680004119873,24.2805004119873,24.7500839233398,23.7514991760254,1683,224,44,38.4880027770996,577,186,501,492
"background",23.4166666666667,49.25,6.35782289505005,8.54668807983398,30.2157917022705,737.822631835938,20.7360000610352,-7.54949998855591,28.2854995727539,15.1728754043579,-2.17624998092651,15.1728754043579,-2.94199991226196,902,129,41,40.4155921936035,356,138,356,147
"background",-9.75,8.25,24.2817707061768,15.1070003509521,68.2362747192383,85.3032836914062,34.8352508544922,12.6960000991821,22.1392517089844,23.5317916870117,23.7750415802002,25.1878337860107,23.4792079925537,2534,431,18,66.054328918457,1178,111,522,1028
"background",-0.583333333333336,54.25,8.63805198669434,7.02310419082642,36.6933326721191,451.009918212891,19.6634998321533,0.523500025272369,19.1399993896484,4.34441661834717,5.12845849990845,14.3841667175293,3.49854159355164,688,68,45,12.3258180618286,199,149,168,179
"background",53.0833333333333,42.4166666666667,12.5214166641235,10.177583694458,25.7818622589111,1118.40637207031,34.1447486877441,-5.33099985122681,39.4757499694824,12.092625617981,25.1475410461426,26.4372501373291,-1.0587500333786,115,17,3,41.5705718994141,46,13,15,28
"background",16.9166666666667,17.5833333333333,28.1310520172119,15.4098539352417,52.5328483581543,499.898712158203,41.1209983825684,11.7872505187988,29.3337478637695,32.0405807495117,22.9816246032715,33.166748046875,21.1504592895508,43,19,0,128.054275512695,36,0,16,0
"background",16.5833333333333,-3.91666666666666,24.8033447265625,9.86606216430664,76.0097198486328,76.7971038818359,30.849250793457,17.8692493438721,12.980001449585,24.9018745422363,23.6963748931885,25.6194171905518,23.6963748931885,1559,230,6,58.8754920959473,597,46,523,46
"background",75.5833333333333,43.4166666666667,9.51392650604248,13.012978553772,28.5245685577393,1186.59155273438,32.7184982299805,-12.9017496109009,45.620246887207,10.622875213623,22.0409164428711,23.6824989318848,-5.88741636276245,392,60,14,43.5500335693359,156,50,67,78
"background",49.9166666666667,47.0833333333333,9.34604167938232,10.4821662902832,23.7680072784424,1255.76867675781,32.7832489013672,-11.3187494277954,44.1019973754883,17.747875213623,-4.72687482833862,24.6214580535889,-6.23987483978271,174,18,10,16.6200904846191,53,35,49,36
"background",14.25,0.25,24.2259063720703,9.90410423278809,78.7148895263672,83.2559814453125,30.6340007781982,18.0517501831055,12.5822505950928,24.236291885376,23.0797080993652,25.1571674346924,23.0797080993652,1679,277,25,52.1287078857422,633,131,561,131
"background",42.5833333333333,33.25,21.965238571167,15.2221870422363,37.0987854003906,969.532836914062,43.127498626709,2.09599995613098,41.0314979553223,9.74762535095215,33.396167755127,33.396167755127,9.74762535095215,103,19,0,81.8567810058594,54,0,0,54
"background",50.0833333333333,-15.9166666666667,23.9932193756104,7.29763078689575,59.5581970214844,201.54264831543,30.3250007629395,18.0720596313477,12.2529411315918,25.9696083068848,23.068790435791,26.3830871582031,21.4858665466309,3032,412,99,41.337516784668,1148,342,1099,566
"background",61.5833333333333,33.5833333333333,17.3049793243408,15.7426671981812,38.9981269836426,928.735900878906,37.8655014038086,-2.50224995613098,40.3677520751953,7.53229141235352,27.1087913513184,28.6908760070801,5.55404138565063,179,38,0,100.753845214844,112,0,1,99
"background",8.75,15.75,27.4079780578613,14.1441249847412,52.5330276489258,412.471801757812,39.9130020141602,12.9887495040894,26.9242515563965,29.0678329467773,22.1602916717529,31.945125579834,21.5639991760254,147,64,0,166.508758544922,132,0,13,0
"background",15.5833333333333,11.75,28.5091361999512,15.108437538147,56.8906021118164,280.076873779297,41.4005012512207,14.8435001373291,26.5570011138916,27.3794574737549,27.330041885376,32.2050018310547,25.4929580688477,519,180,0,137.791213989258,408,0,91,0
"background",11.4166666666667,9.75,26.158447265625,12.3770208358765,59.1409606933594,205.458648681641,36.4095001220703,15.481499671936,20.9280014038086,24.9428329467773,24.3516654968262,29.1748752593994,24.3056240081787,1019,250,0,108.855895996094,658,1,156,2
"background",10.75,13.0833333333333,27.6121768951416,16.1699371337891,57.5996017456055,336.960998535156,40.6655006408691,12.5924997329712,28.0730018615723,27.8855838775635,24.9636669158936,31.7650413513184,23.0377922058105,358,135,0,157.482345581055,306,0,46,0
"background",23.0833333333333,55.25,6.2078857421875,7.67218780517578,26.3608283996582,814.344177246094,21.6645011901855,-7.44000005722046,29.1045017242432,16.0588340759277,0.338250041007996,16.0588340759277,-3.86275005340576,662,83,29,29.1746559143066,227,106,227,124
"background",67.5833333333333,30.4166666666667,13.2421245574951,14.1580829620361,39.8280715942383,811.430603027344,30.5542507171631,-4.99375009536743,35.5480003356934,4.25487518310547,13.7871246337891,22.8228340148926,2.70908331871033,267,49,2,72.3698120117188,133,15,49,129
"background",-2.75,52.75,9.32203102111816,8.14543724060059,40.5326309204102,444.777709960938,20.8535003662109,0.757499992847443,20.0960006713867,7.0306248664856,5.86083316802979,15.0760831832886,4.27216672897339,690,68,47,13.4302062988281,199,149,165,179
"background",8.58333333333333,39.9166666666667,16.9816818237305,8.14033508300781,35.2066307067871,560.517578125,30.0508880615234,6.92928981781006,23.1215972900391,14.8119821548462,23.9470901489258,24.1951179504395,10.7543392181396,543,88,5,56.7064247131348,227,29,43,181
"background",81.4166666666667,24.25,25.5973949432373,12.4444999694824,38.6907730102539,586.260559082031,41.6474990844727,9.48349952697754,32.1640014648438,27.9142074584961,30.1248760223389,32.6424179077148,17.8611660003662,1122,362,4,141.65852355957,896,25,131,44
"background",12.75,-6.08333333333333,25.6840724945068,8.65577125549316,59.9596176147461,202.141891479492,32.4107513427734,17.9747505187988,14.4360008239746,27.5577926635742,22.8284587860107,27.5577926635742,22.8284587860107,938,175,1,84.9537506103516,465,4,465,4
"background",16.9166666666667,47.0833333333333,9.82736492156982,9.43997955322266,32.0178375244141,761.031982421875,25.6870002746582,-3.79649996757507,29.4834995269775,19.0752506256104,1.94200003147125,19.0752506256104,0.362250059843063,640,80,27,33.1876525878906,228,93,228,97
"background",59.75,50.0833333333333,3.69880199432373,11.4743547439575,23.3825721740723,1438.21130371094,28.9685001373291,-20.1037502288818,49.0722503662109,18.9688758850098,-13.1189165115356,20.7940425872803,-14.0793752670288,278,32,16,21.4530029296875,89,52,88,59
"background",-5.75,18.5833333333333,28.6691780090332,14.9196462631226,48.2633438110352,569.135559082031,42.6759986877441,11.7630004882812,30.9129981994629,33.1994171142578,22.7445011138916,34.4758758544922,20.65625,66,26,0,130.460357666016,56,1,17,1
"background",65.9166666666667,30.0833333333333,22.4286556243896,16.3478126525879,41.4508781433105,899.502563476562,42.4657516479492,3.02675008773804,39.4390029907227,13.3567085266113,27.4198341369629,33.2872505187988,11.1129999160767,137,38,0,104.470115661621,93,5,9,84
"background",66.5833333333333,35.9166666666667,12.2655735015869,13.3590211868286,33.5323104858398,978.595642089844,33.411750793457,-6.42749977111816,39.8392486572266,6.125,22.8646659851074,24.4810009002686,0.0926251038908958,240,54,0,89.4795837402344,138,1,2,91
"background",68.9166666666667,49.9166666666667,3.35189580917358,12.5426244735718,24.6400051116943,1436.44396972656,29.570499420166,-21.3330001831055,50.9034996032715,18.7353324890137,-6.49666690826416,20.5383338928223,-14.1682081222534,232,29,12,23.9407539367676,78,42,73,51
"background",-15.5833333333333,18.4166666666667,26.2050628662109,13.6589584350586,61.1857681274414,313.887725830078,36.1870002746582,13.8632497787476,22.3237495422363,29.1732082366943,25.8607501983643,29.5581665039062,21.8865413665771,73,30,0,145.904769897461,64,1,57,4
"background",62.25,25.5833333333333,26.6300525665283,12.3590621948242,46.9092483520508,512.948059082031,38.8844985961914,12.5377502441406,26.3467483520508,19.5753326416016,27.1967926025391,32.2001266479492,19.5753326416016,166,30,2,66.0432281494141,79,10,34,79
"background",-13.25,18.25,29.558895111084,14.3501243591309,53.1176261901855,443.775909423828,42.1787490844727,15.1630001068115,27.0157489776611,33.0521659851074,30.4433746337891,33.9230842590332,23.2616653442383,112,42,0,142.905242919922,98,2,27,3
"background",9.25,16.0833333333333,27.0307712554932,14.2884578704834,51.5094299316406,449.489685058594,39.8110008239746,12.0714998245239,27.739501953125,29.3657913208008,22.7679996490479,31.7522506713867,20.6693344116211,111,50,0,164.261306762695,99,0,12,0
"background",10.0833333333333,27.0833333333333,23.8894481658936,15.462103843689,42.4648895263672,800.287231445312,41.1290016174316,4.71750020980835,36.4115028381348,15.4549169540405,32.9483337402344,32.9483337402344,13.488208770752,17,3,0,37.2553100585938,7,1,1,6
"background",40.5833333333333,12.75,27.5050525665283,10.7386035919189,60.8298873901367,257.761993408203,36.8307495117188,19.1772499084473,17.6534996032715,30.1109580993652,25.6762924194336,30.6282081604004,24.3107089996338,341,67,11,62.2191429138184,154,44,140,64
"background",1.91666666666666,24.0833333333333,26.7649898529053,15.3050203323364,43.2278060913086,763.730651855469,43.3945007324219,7.98899984359741,35.4055023193359,34.8930816650391,31.2114582061768,35.6660003662109,16.8761672973633,19,5,1,48.0043525695801,9,3,7,3
"background",18.25,-14.75,19.4255409240723,15.4740829467773,60.0830268859863,300.414733886719,30.3747501373291,4.62025022506714,25.7544994354248,21.1944999694824,15.0654163360596,21.9908752441406,15.0654163360596,973,207,0,100.577507019043,555,2,333,2
"background",37.5833333333333,51.25,6.27477073669434,8.85362529754639,24.8035449981689,1029.38256835938,24.9947490692139,-10.700249671936,35.6949996948242,18.5900840759277,-5.26429176330566,18.5900840759277,-6.42624998092651,573,69,30,24.6794033050537,192,102,192,116
"background",54.75,53.5833333333333,3.08198952674866,9.68552112579346,22.5671081542969,1255.93359375,25.025749206543,-17.8929996490479,42.9187469482422,17.9342498779297,-4.95599985122681,17.9342498779297,-12.460958480835,448,60,21,31.527530670166,161,72,161,84
"background",-2.91666666666667,14.4166666666667,28.0266456604004,14.9943332672119,57.2504920959473,304.091461181641,40.5764999389648,14.3857498168945,26.1907501220703,27.8527908325195,24.5336666107178,31.8860416412354,24.0266246795654,461,149,0,135.185470581055,359,0,80,0
"background",38.75,24.5833333333333,25.2866764068604,12.4555625915527,45.2678489685059,599.8544921875,38.3375015258789,10.8222503662109,27.515251159668,25.0597076416016,31.830207824707,31.830207824707,17.4825420379639,85,22,0,92.7959976196289,42,3,3,18
"background",-6.75,24.0833333333333,27.8772087097168,16.2744178771973,43.371265411377,753.44189453125,46.7425003051758,9.2189998626709,37.5234985351562,33.5032081604004,27.7083740234375,36.8645820617676,18.1978340148926,12,4,0,67.4199829101562,9,0,4,1
"background",55.0833333333333,34.9166666666667,20.36940574646,12.3833122253418,33.163444519043,952.752136230469,39.1927490234375,1.85249996185303,37.3402481079102,10.2999582290649,31.7702922821045,31.7702922821045,8.20812511444092,161,30,1,70.9513626098633,80,6,6,71
"background",22.9166666666667,-13.9166666666667,21.4993534088135,15.9654998779297,60.0534133911133,260.648101806641,33.0372505187988,6.4517502784729,26.5855007171631,22.9457912445068,17.8271255493164,23.8135414123535,17.763708114624,1004,210,0,103.944732666016,597,1,197,4
"background",37.0833333333333,48.25,8.11080265045166,9.34889602661133,26.4369411468506,987.105590820312,26.7802505493164,-8.58275032043457,35.3629989624023,18.2852916717529,14.4097499847412,19.9440841674805,-4.20875024795532,513,61,29,21.488920211792,160,102,153,133
"background",29.4166666666667,-29.5833333333333,13.0386562347412,12.792103767395,54.4970970153809,371.615264892578,22.9950008392334,-0.47800001502037,23.4730014801025,17.0649166107178,8.28241634368896,17.0649166107178,7.90437459945679,956,173,10,76.3238372802734,477,39,477,43
"background",35.75,40.75,10.9771566390991,10.9084787368774,36.3240623474121,724.41748046875,26.9107494354248,-3.12024998664856,30.0310001373291,14.4996662139893,19.2874164581299,19.5884590148926,1.84404170513153,468,57,12,37.0656661987305,158,53,77,138
"background",79.9166666666667,55.25,0.340583294630051,10.4010000228882,22.0325164794922,1367.45349121094,24.673999786377,-22.5335006713867,47.2075004577637,16.6708335876465,-8.37962532043457,16.6708335876465,-16.8281669616699,392,60,12,47.2086715698242,165,46,165,58
"background",74.4166666666667,14.9166666666667,25.0315628051758,8.09975051879883,56.5427551269531,134.422424316406,32.0200004577637,17.6949996948242,14.3250007629395,24.5481243133545,24.4695415496826,26.9787921905518,23.7207508087158,3550,1396,0,149.847717285156,2917,2,142,11
"background",12.4166666666667,20.9166666666667,26.4004058837891,15.1789379119873,45.8505439758301,684.024780273438,41.4370002746582,8.33174991607666,33.1052513122559,33.5173759460449,19.2610416412354,33.5173759460449,17.1975421905518,15,5,0,68.6571502685547,10,0,10,0
"background",36.9166666666667,-10.0833333333333,23.3606033325195,8.97241687774658,62.539722442627,166.595184326172,29.7054996490479,15.3587503433228,14.3467493057251,24.6060829162598,20.9665832519531,24.8934173583984,20.9665832519531,1109,238,1,108.247711181641,695,3,455,3
"background",20.4166666666667,23.5833333333333,23.4902820587158,14.8913545608521,46.3090057373047,674.33935546875,38.7762489318848,6.61975002288818,32.1564979553223,24.5704574584961,16.2664585113525,30.7110004425049,14.4729585647583,1,1,0,26.646936416626,1,0,0,0
"background",52.9166666666667,45.9166666666667,9.67563533782959,8.05706214904785,19.3795852661133,1238.75427246094,30.6704998016357,-10.9045000076294,41.5750007629395,17.7800407409668,22.8408336639404,24.6257076263428,-5.64008331298828,122,14,7,20.1454849243164,39,24,29,27
"background",54.25,56.5833333333333,2.64963555335999,8.68252086639404,21.2168560028076,1174.30908203125,23.7660007476807,-17.1567497253418,40.9227523803711,16.8802909851074,-4.44908332824707,16.8802909851074,-11.8473749160767,541,66,23,33.2775230407715,191,80,191,96
"background",51.4166666666667,18.75,28.1814365386963,13.1664590835571,47.1092910766602,536.294738769531,41.3050003051758,13.3562498092651,27.9487495422363,25.8737907409668,33.781665802002,34.0162506103516,21.0446662902832,63,15,0,81.9046020507812,39,4,6,22
"background",27.0833333333333,16.75,24.4383544921875,15.9686250686646,54.5973243713379,470.585144042969,37.3479995727539,8.10000038146973,29.2479991912842,28.0885009765625,19.34375,29.1860847473145,17.7977504730225,82,46,0,179.123626708984,79,0,24,0
"background",86.4166666666667,25.9166666666667,24.9431457519531,11.1886253356934,42.6334838867188,507.350769042969,35.6012496948242,9.35750007629395,26.2437496185303,28.6533756256104,18.5360412597656,29.5931663513184,17.5861663818359,1136,294,1,117.445335388184,771,24,524,24
"background",18.5833333333333,8.41666666666667,26.4695301055908,13.1151037216187,60.084545135498,165.974182128906,37.1592483520508,15.3315000534058,21.8277473449707,25.3465843200684,25.5649166107178,28.8942489624023,25.0342082977295,1065,252,0,105.452865600586,675,2,160,5
